id,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
1880,5/5/2019,Valladolid,Ath Bilbao,1,0,H,1,0,H,10,9,3,1,14,22,1,3,5,5,0,0
1881,12/5/2019,Ath Bilbao,Celta,3,1,H,3,0,H,8,3,4,2,16,18,3,3,4,3,0,0
1882,12/5/2019,Ath Madrid,Sevilla,1,1,D,1,0,H,11,11,4,5,16,12,5,7,5,4,0,0
1883,12/5/2019,Barcelona,Getafe,2,0,H,1,0,H,13,11,8,0,9,13,4,3,1,3,0,0
1884,12/5/2019,Betis,Huesca,2,1,H,1,0,H,17,9,8,2,13,15,9,2,3,5,0,1
1885,12/5/2019,Girona,Levante,1,2,A,0,0,D,14,6,6,2,15,16,9,2,2,3,0,0
1886,12/5/2019,Leganes,Espanol,0,2,A,0,1,A,11,19,4,7,11,9,6,7,4,1,1,0
1887,12/5/2019,Sociedad,Real Madrid,3,1,H,1,1,D,19,6,7,2,12,16,5,2,1,2,0,1
1888,12/5/2019,Valencia,Alaves,3,1,H,2,1,H,10,10,4,3,9,14,7,4,2,5,0,0
1889,12/5/2019,Vallecano,Valladolid,1,2,A,0,1,A,16,9,5,6,13,9,4,2,2,2,0,0
1890,12/5/2019,Villarreal,Eibar,1,0,H,0,0,D,11,4,3,0,11,14,5,3,3,2,0,0
1891,18/05/2019,Alaves,Girona,2,1,H,1,0,H,14,13,7,4,13,10,6,4,3,3,0,0
1892,18/05/2019,Celta,Vallecano,2,2,D,0,1,A,14,11,5,4,16,20,3,5,0,4,0,0
1893,18/05/2019,Espanol,Sociedad,2,0,H,0,0,D,9,11,4,2,13,13,4,5,3,2,0,0
1894,18/05/2019,Getafe,Villarreal,2,2,D,1,1,D,17,8,5,4,16,20,6,4,2,3,0,0
1895,18/05/2019,Huesca,Leganes,2,1,H,0,1,A,15,9,6,1,18,12,4,6,0,1,0,0
1896,18/05/2019,Levante,Ath Madrid,2,2,D,2,0,H,17,17,7,8,9,7,6,4,0,1,0,1
1897,18/05/2019,Sevilla,Ath Bilbao,2,0,H,1,0,H,9,9,3,1,14,19,2,3,4,2,0,0
1898,18/05/2019,Valladolid,Valencia,0,2,A,0,1,A,19,9,4,6,12,10,8,2,1,3,0,0
1899,19/05/2019,Eibar,Barcelona,2,2,D,2,2,D,15,6,8,3,11,3,5,2,4,2,0,0
1900,19/05/2019,Real Madrid,Betis,0,2,A,0,0,D,9,9,2,7,17,11,1,5,4,1,0,0
1901,16/08/2019,Ath Bilbao,Barcelona,1,0,H,0,0,D,11,11,5,2,14,9,3,8,1,1,0,0
1902,17/08/2019,Celta,Real Madrid,1,3,A,0,1,A,7,17,4,11,17,12,6,4,5,2,0,1
1903,17/08/2019,Valencia,Sociedad,1,1,D,0,0,D,14,12,6,3,13,14,3,3,4,4,1,0
1904,17/08/2019,Mallorca,Eibar,2,1,H,1,0,H,16,11,4,5,13,14,9,3,2,3,0,0
1905,17/08/2019,Leganes,Osasuna,0,1,A,0,0,D,13,4,2,2,17,11,8,0,1,4,1,0
1906,17/08/2019,Villarreal,Granada,4,4,D,1,1,D,12,14,7,7,10,16,2,7,3,1,0,0
1907,18/08/2019,Alaves,Levante,1,0,H,0,0,D,9,16,2,4,18,15,2,9,2,1,0,0
1908,18/08/2019,Espanol,Sevilla,0,2,A,0,1,A,7,12,2,4,11,17,8,4,2,2,0,0
1909,18/08/2019,Betis,Valladolid,1,2,A,0,0,D,13,14,4,3,11,19,6,1,2,6,1,0
1910,18/08/2019,Ath Madrid,Getafe,1,0,H,1,0,H,5,6,5,0,19,22,3,4,3,4,1,1
1911,23/08/2019,Granada,Sevilla,0,1,A,0,0,D,12,11,0,6,13,14,6,6,1,1,0,0
1912,23/08/2019,Levante,Villarreal,2,1,H,0,1,A,16,23,4,6,5,9,7,3,1,2,0,0
1913,24/08/2019,Osasuna,Eibar,0,0,D,0,0,D,6,12,2,0,15,12,6,6,4,4,0,0
1914,24/08/2019,Real Madrid,Valladolid,1,1,D,0,0,D,22,9,4,2,12,11,4,3,2,2,0,0
1915,24/08/2019,Celta,Valencia,1,0,H,1,0,H,11,9,6,1,8,12,6,4,1,2,0,0
1916,24/08/2019,Getafe,Ath Bilbao,1,1,D,1,1,D,6,4,2,2,15,11,4,6,2,1,0,0
1917,25/08/2019,Alaves,Espanol,0,0,D,0,0,D,10,5,2,1,13,10,3,5,3,1,0,0
1918,25/08/2019,Mallorca,Sociedad,0,1,A,0,0,D,12,12,4,4,16,12,5,5,1,2,0,0
1919,25/08/2019,Leganes,Ath Madrid,0,1,A,0,0,D,10,6,4,4,12,13,9,4,4,5,0,0
1920,25/08/2019,Barcelona,Betis,5,2,H,1,1,D,20,4,7,3,14,12,11,0,1,1,0,0
1921,30/08/2019,Sevilla,Celta,1,1,D,0,0,D,19,2,5,1,16,9,9,1,4,2,0,0
1922,30/08/2019,Ath Bilbao,Sociedad,2,0,H,2,0,H,15,2,5,2,17,17,3,0,2,3,0,0
1923,31/08/2019,Osasuna,Barcelona,2,2,D,1,0,H,15,8,5,4,16,9,3,2,3,4,0,0
1924,31/08/2019,Getafe,Alaves,1,1,D,1,1,D,15,5,1,1,11,17,4,2,3,1,0,0
1925,31/08/2019,Levante,Valladolid,2,0,H,0,0,D,16,15,3,4,9,10,6,6,2,2,0,0
1926,31/08/2019,Betis,Leganes,2,1,H,0,0,D,17,19,5,7,14,15,11,8,4,2,0,0
1927,1/9/2019,Valencia,Mallorca,2,0,H,1,0,H,9,12,4,1,6,19,7,4,0,1,0,0
1928,1/9/2019,Ath Madrid,Eibar,3,2,H,1,2,A,7,6,3,2,9,15,1,1,0,3,0,0
1929,1/9/2019,Espanol,Granada,0,3,A,0,1,A,15,14,3,6,6,13,8,6,2,3,0,0
1930,1/9/2019,Villarreal,Real Madrid,2,2,D,1,1,D,10,17,5,5,8,14,1,8,1,4,0,1
1931,13/09/2019,Mallorca,Ath Bilbao,0,0,D,0,0,D,10,11,1,5,15,18,4,6,4,3,0,0
1932,14/09/2019,Real Madrid,Levante,3,2,H,3,0,H,25,8,11,3,13,10,9,6,2,2,0,0
1933,14/09/2019,Leganes,Villarreal,0,3,A,0,2,A,10,8,4,4,14,11,8,6,2,0,0,0
1934,14/09/2019,Sociedad,Ath Madrid,2,0,H,0,0,D,14,12,5,2,13,10,5,5,1,3,0,0
1935,14/09/2019,Barcelona,Valencia,5,2,H,2,1,H,17,9,10,3,11,11,2,5,1,4,0,0
1936,15/09/2019,Eibar,Espanol,1,2,A,0,0,D,11,7,1,2,14,16,7,2,2,4,0,1
1937,15/09/2019,Alaves,Sevilla,0,1,A,0,1,A,7,19,0,7,13,7,2,6,5,5,0,0
1938,15/09/2019,Celta,Granada,0,2,A,0,1,A,4,13,0,3,11,13,3,5,4,2,2,0
1939,15/09/2019,Valladolid,Osasuna,1,1,D,0,0,D,11,17,1,5,9,10,10,6,0,1,0,0
1940,15/09/2019,Betis,Getafe,1,1,D,0,1,A,7,12,2,4,11,28,5,6,3,6,2,0
1941,20/09/2019,Osasuna,Betis,0,0,D,0,0,D,12,7,6,2,15,9,9,4,1,2,0,0
1942,21/09/2019,Villarreal,Valladolid,2,0,H,0,0,D,18,7,6,3,12,8,4,8,2,1,0,0
1943,21/09/2019,Levante,Eibar,0,0,D,0,0,D,13,18,4,4,9,11,6,7,0,2,0,0
1944,21/09/2019,Ath Madrid,Celta,0,0,D,0,0,D,20,6,5,3,14,12,13,3,3,5,0,0
1945,21/09/2019,Granada,Barcelona,2,0,H,1,0,H,9,8,4,1,22,12,4,5,3,2,0,0
1946,22/09/2019,Getafe,Mallorca,4,2,H,2,0,H,14,7,5,3,15,17,7,2,4,5,0,0
1947,22/09/2019,Espanol,Sociedad,1,3,A,0,2,A,17,10,3,5,7,12,5,7,1,0,0,0
1948,22/09/2019,Valencia,Leganes,1,1,D,1,1,D,13,13,4,4,14,23,6,6,3,4,0,0
1949,22/09/2019,Ath Bilbao,Alaves,2,0,H,1,0,H,13,5,4,1,11,19,3,2,1,4,0,0
1950,22/09/2019,Sevilla,Real Madrid,0,1,A,0,0,D,9,7,0,4,16,15,9,6,3,2,0,0
1951,24/09/2019,Valladolid,Granada,1,1,D,1,1,D,9,6,5,4,21,18,6,3,3,2,0,0
1952,24/09/2019,Betis,Levante,3,1,H,1,1,D,17,17,5,3,11,11,5,2,2,2,0,0
1953,24/09/2019,Barcelona,Villarreal,2,1,H,2,1,H,8,11,4,3,4,13,6,5,4,2,0,0
1954,25/09/2019,Leganes,Ath Bilbao,1,1,D,0,0,D,7,9,3,2,11,12,4,5,0,1,0,0
1955,25/09/2019,Mallorca,Ath Madrid,0,2,A,0,1,A,9,13,3,3,8,15,8,5,3,5,0,1
1956,25/09/2019,Valencia,Getafe,3,3,D,3,1,H,8,18,4,5,14,26,4,5,1,4,0,0
1957,25/09/2019,Real Madrid,Osasuna,2,0,H,1,0,H,15,4,4,0,13,13,7,5,2,2,0,0
1958,26/09/2019,Eibar,Sevilla,3,2,H,0,2,A,11,7,4,4,11,19,3,1,3,4,0,0
1959,26/09/2019,Celta,Espanol,1,1,D,0,0,D,14,10,3,4,5,17,6,4,2,5,0,0
1960,26/09/2019,Sociedad,Alaves,3,0,H,3,0,H,21,5,7,0,7,20,5,3,1,4,0,1
1961,27/09/2019,Villarreal,Betis,5,1,H,1,0,H,17,11,10,6,13,8,3,7,2,2,0,0
1962,28/09/2019,Ath Bilbao,Valencia,0,1,A,0,1,A,14,10,3,6,14,12,7,7,2,5,0,0
1963,28/09/2019,Getafe,Barcelona,0,2,A,0,1,A,8,10,1,6,23,17,4,1,4,4,0,1
1964,28/09/2019,Granada,Leganes,1,0,H,1,0,H,11,15,4,6,19,12,8,3,3,4,0,0
1965,28/09/2019,Ath Madrid,Real Madrid,0,0,D,0,0,D,7,14,1,3,14,14,5,7,1,2,0,0
1966,29/09/2019,Espanol,Valladolid,0,2,A,0,1,A,16,9,2,6,16,13,4,3,2,0,1,0
1967,29/09/2019,Eibar,Celta,2,0,H,0,0,D,7,3,3,2,17,15,6,5,3,1,0,0
1968,29/09/2019,Alaves,Mallorca,2,0,H,0,0,D,11,5,6,1,16,14,4,1,2,3,0,0
1969,29/09/2019,Levante,Osasuna,1,1,D,1,0,H,10,18,5,3,12,12,7,11,6,0,1,0
1970,29/09/2019,Sevilla,Sociedad,3,2,H,1,1,D,21,5,8,2,9,8,7,0,1,1,0,0
1971,4/10/2019,Betis,Eibar,1,1,D,0,1,A,12,8,3,2,7,20,4,9,3,6,0,1
1972,5/10/2019,Leganes,Levante,1,2,A,0,1,A,25,9,10,2,10,7,9,4,3,5,0,0
1973,5/10/2019,Real Madrid,Granada,4,2,H,2,0,H,17,8,10,5,12,18,6,2,4,5,0,0
1974,5/10/2019,Valencia,Alaves,2,1,H,1,0,H,11,10,3,4,7,16,4,7,1,3,0,0
1975,5/10/2019,Osasuna,Villarreal,2,1,H,0,1,A,16,16,4,5,9,15,8,9,2,2,0,0
1976,6/10/2019,Mallorca,Espanol,2,0,H,1,0,H,9,11,3,3,11,11,2,4,1,3,0,0
1977,6/10/2019,Celta,Ath Bilbao,1,0,H,0,0,D,13,6,2,2,8,20,6,4,0,5,0,0
1978,6/10/2019,Valladolid,Ath Madrid,0,0,D,0,0,D,5,9,1,1,15,14,3,4,6,4,0,0
1979,6/10/2019,Sociedad,Getafe,1,2,A,1,0,H,6,13,3,4,20,15,3,8,2,4,1,0
1980,6/10/2019,Barcelona,Sevilla,4,0,H,3,0,H,15,16,8,4,10,12,7,10,5,3,2,0
1981,18/10/2019,Granada,Osasuna,1,0,H,1,0,H,6,9,2,4,12,17,2,7,2,8,0,1
1982,19/10/2019,Eibar,Barcelona,0,3,A,0,1,A,5,9,0,4,16,14,2,2,5,0,0,0
1983,19/10/2019,Ath Madrid,Valencia,1,1,D,1,0,H,15,11,4,3,18,12,2,4,2,1,0,1
1984,19/10/2019,Getafe,Leganes,2,0,H,0,0,D,5,7,2,3,17,19,2,3,1,4,0,0
1985,19/10/2019,Mallorca,Real Madrid,1,0,H,1,0,H,5,13,1,4,20,14,4,4,2,2,0,1
1986,20/10/2019,Alaves,Celta,2,0,H,0,0,D,12,14,5,2,20,5,4,6,5,1,0,0
1987,20/10/2019,Sociedad,Betis,3,1,H,2,1,H,18,12,6,5,23,12,11,2,4,2,0,0
1988,20/10/2019,Espanol,Villarreal,0,1,A,0,1,A,18,11,3,5,11,14,7,3,2,1,0,0
1989,20/10/2019,Ath Bilbao,Valladolid,1,1,D,1,0,H,19,9,7,3,12,9,3,4,2,3,0,0
1990,20/10/2019,Sevilla,Levante,1,0,H,0,0,D,19,12,5,5,10,11,9,1,2,2,0,0
1991,25/10/2019,Villarreal,Alaves,4,1,H,1,0,H,19,12,8,3,12,13,5,4,2,2,0,0
1992,26/10/2019,Leganes,Mallorca,1,0,H,1,0,H,9,9,3,1,19,13,4,5,4,1,0,0
1993,26/10/2019,Valladolid,Eibar,2,0,H,2,0,H,8,13,4,3,13,13,4,3,1,2,0,0
1994,26/10/2019,Ath Madrid,Ath Bilbao,2,0,H,1,0,H,9,9,2,2,14,9,7,7,2,2,0,0
1995,27/10/2019,Celta,Sociedad,0,1,A,0,0,D,9,9,1,4,20,12,3,7,5,2,1,0
1996,27/10/2019,Granada,Betis,1,0,H,0,0,D,13,12,3,0,13,8,4,2,3,4,0,0
1997,27/10/2019,Levante,Espanol,0,1,A,0,1,A,7,14,3,3,10,26,4,7,2,3,0,0
1998,27/10/2019,Sevilla,Getafe,2,0,H,0,0,D,15,9,8,4,13,18,5,0,2,3,0,0
1999,27/10/2019,Osasuna,Valencia,3,1,H,1,1,D,21,2,13,1,8,6,6,1,1,1,0,1
2000,29/10/2019,Alaves,Ath Madrid,1,1,D,0,0,D,11,9,3,3,23,16,4,1,3,3,0,0
2001,29/10/2019,Barcelona,Valladolid,5,1,H,3,1,H,18,9,9,1,9,14,6,3,0,3,0,0
2002,30/10/2019,Sociedad,Levante,1,2,A,0,2,A,17,13,5,4,15,12,9,5,3,4,0,0
2003,30/10/2019,Valencia,Sevilla,1,1,D,0,1,A,10,10,3,1,12,17,6,1,6,3,0,0
2004,30/10/2019,Ath Bilbao,Espanol,3,0,H,2,0,H,7,12,5,5,13,20,2,5,0,1,0,0
2005,30/10/2019,Betis,Celta,2,1,H,1,0,H,11,18,7,5,16,17,5,10,6,1,0,0
2006,30/10/2019,Real Madrid,Leganes,5,0,H,3,0,H,22,5,11,3,12,12,8,3,1,5,0,0
2007,31/10/2019,Eibar,Villarreal,2,1,H,0,0,D,25,9,8,2,11,12,8,3,0,3,0,0
2008,31/10/2019,Mallorca,Osasuna,2,2,D,1,0,H,11,12,3,4,9,10,5,3,1,5,0,0
2009,31/10/2019,Getafe,Granada,3,1,H,2,0,H,8,10,3,2,22,11,2,3,5,5,0,0
2010,2/11/2019,Espanol,Valencia,1,2,A,1,0,H,13,11,4,4,20,14,5,5,0,1,0,0
2011,2/11/2019,Levante,Barcelona,3,1,H,0,1,A,9,9,3,6,9,13,2,3,1,6,0,0
2012,2/11/2019,Sevilla,Ath Madrid,1,1,D,1,0,H,11,14,4,5,13,16,6,3,4,3,0,0
2013,2/11/2019,Real Madrid,Betis,0,0,D,0,0,D,22,13,7,3,11,17,9,4,2,4,0,0
2014,3/11/2019,Valladolid,Mallorca,3,0,H,1,0,H,12,14,6,1,15,20,2,6,5,4,0,0
2015,3/11/2019,Villarreal,Ath Bilbao,0,0,D,0,0,D,11,12,7,2,10,8,8,10,2,0,0,0
2016,3/11/2019,Osasuna,Alaves,4,2,H,3,1,H,19,11,6,3,13,17,5,1,4,2,0,0
2017,3/11/2019,Celta,Getafe,0,1,A,0,1,A,6,9,2,5,6,19,4,4,3,3,0,0
2018,3/11/2019,Leganes,Eibar,1,2,A,1,1,D,12,7,5,4,16,20,4,2,5,2,0,0
2019,3/11/2019,Granada,Sociedad,1,2,A,1,1,D,5,9,3,5,15,19,4,5,0,2,0,0
2020,8/11/2019,Sociedad,Leganes,1,1,D,0,0,D,11,6,5,2,14,23,5,1,2,6,0,1
2021,9/11/2019,Alaves,Valladolid,3,0,H,2,0,H,14,7,5,1,21,16,6,7,3,3,0,0
2022,9/11/2019,Valencia,Granada,2,0,H,0,0,D,12,13,4,1,11,15,7,4,0,5,0,0
2023,9/11/2019,Eibar,Real Madrid,0,4,A,0,3,A,14,10,1,5,9,8,6,6,0,0,0,0
2024,9/11/2019,Barcelona,Celta,4,1,H,2,1,H,10,6,7,5,18,14,2,2,4,1,0,0
2025,10/11/2019,Mallorca,Villarreal,3,1,H,2,0,H,5,22,3,6,18,17,2,5,2,3,0,0
2026,10/11/2019,Ath Bilbao,Levante,2,1,H,0,1,A,23,8,10,2,13,13,10,2,3,2,0,0
2027,10/11/2019,Ath Madrid,Espanol,3,1,H,1,1,D,18,10,5,1,12,15,9,2,2,2,0,0
2028,10/11/2019,Getafe,Osasuna,0,0,D,0,0,D,14,4,5,1,15,16,9,5,2,4,0,0
2029,10/11/2019,Betis,Sevilla,1,2,A,1,1,D,18,10,5,6,12,21,4,4,2,3,0,0
2030,22/11/2019,Levante,Mallorca,2,1,H,0,0,D,13,14,6,7,13,9,3,6,2,1,1,0
2031,23/11/2019,Leganes,Barcelona,1,2,A,1,0,H,9,11,4,6,11,10,0,6,1,2,0,0
2032,23/11/2019,Betis,Valencia,2,1,H,1,1,D,25,9,8,3,9,13,5,4,2,2,0,0
2033,23/11/2019,Granada,Ath Madrid,1,1,D,0,0,D,9,17,3,6,15,17,2,8,4,3,0,0
2034,23/11/2019,Real Madrid,Sociedad,3,1,H,1,1,D,18,11,10,6,13,16,4,3,1,1,0,0
2035,24/11/2019,Espanol,Getafe,1,1,D,1,1,D,6,11,2,2,23,12,3,3,3,4,0,0
2036,24/11/2019,Osasuna,Ath Bilbao,1,2,A,0,1,A,12,6,7,4,15,18,6,2,4,3,0,0
2037,24/11/2019,Eibar,Alaves,0,2,A,0,0,D,18,7,7,5,10,11,10,4,1,2,0,0
2038,24/11/2019,Villarreal,Celta,1,3,A,0,0,D,15,11,1,7,12,9,8,2,3,2,0,0
2039,24/11/2019,Valladolid,Sevilla,0,1,A,0,1,A,7,4,1,2,13,25,8,4,3,4,0,1
2040,29/11/2019,Celta,Valladolid,0,0,D,0,0,D,13,9,5,2,11,17,11,3,1,3,0,0
2041,30/11/2019,Alaves,Real Madrid,1,2,A,0,0,D,8,12,2,6,18,11,9,4,4,3,0,0
2042,30/11/2019,Sociedad,Eibar,4,1,H,1,1,D,15,10,4,4,8,12,6,4,1,4,0,0
2043,30/11/2019,Mallorca,Betis,1,2,A,0,2,A,16,15,7,3,16,15,6,5,3,4,1,0
2044,30/11/2019,Valencia,Villarreal,2,1,H,0,0,D,13,24,7,7,8,17,6,4,1,2,0,0
2045,1/12/2019,Sevilla,Leganes,1,0,H,0,0,D,16,8,8,4,16,7,7,4,3,3,0,0
2046,1/12/2019,Ath Bilbao,Granada,2,0,H,1,0,H,14,8,6,1,18,16,4,3,5,4,0,0
2047,1/12/2019,Espanol,Osasuna,2,4,A,1,0,H,12,14,5,8,12,16,2,3,1,4,0,1
2048,1/12/2019,Getafe,Levante,4,0,H,0,0,D,13,7,9,2,22,14,6,7,2,3,0,0
2049,1/12/2019,Ath Madrid,Barcelona,0,1,A,0,0,D,17,13,2,5,12,11,9,5,4,4,0,0
2050,6/12/2019,Villarreal,Ath Madrid,0,0,D,0,0,D,23,18,3,3,11,11,11,6,2,1,0,0
2051,7/12/2019,Real Madrid,Espanol,2,0,H,1,0,H,18,6,8,2,15,13,5,3,4,3,1,0
2052,7/12/2019,Granada,Alaves,3,0,H,0,0,D,13,5,3,1,16,17,6,2,1,4,0,2
2053,7/12/2019,Levante,Valencia,2,4,A,2,1,H,17,10,6,6,14,14,5,1,5,2,1,0
2054,7/12/2019,Barcelona,Mallorca,5,2,H,4,1,H,25,9,17,3,15,10,8,4,3,0,0,0
2055,8/12/2019,Eibar,Getafe,0,1,A,0,0,D,6,6,3,3,16,15,3,8,5,1,1,0
2056,8/12/2019,Betis,Ath Bilbao,3,2,H,3,1,H,10,8,6,2,12,15,3,3,2,4,0,0
2057,8/12/2019,Valladolid,Sociedad,0,0,D,0,0,D,4,16,2,2,10,19,1,4,0,4,0,0
2058,8/12/2019,Leganes,Celta,3,2,H,2,0,H,15,9,8,4,14,11,3,5,3,3,0,1
2059,8/12/2019,Osasuna,Sevilla,1,1,D,1,1,D,10,13,1,4,22,10,2,6,4,4,1,0
2060,13/12/2019,Alaves,Leganes,1,1,D,0,1,A,10,3,3,1,14,17,2,0,2,3,0,0
2061,14/12/2019,Granada,Levante,1,2,A,0,0,D,18,13,4,6,14,12,8,6,4,3,0,0
2062,14/12/2019,Sociedad,Barcelona,2,2,D,1,1,D,19,9,5,5,7,8,8,5,0,1,0,0
2063,14/12/2019,Ath Bilbao,Eibar,0,0,D,0,0,D,8,8,3,2,7,12,6,7,3,3,0,0
2064,14/12/2019,Ath Madrid,Osasuna,2,0,H,0,0,D,19,15,9,3,16,10,6,5,2,1,0,0
2065,15/12/2019,Getafe,Valladolid,2,0,H,1,0,H,7,10,3,3,28,10,4,3,3,3,0,0
2066,15/12/2019,Celta,Mallorca,2,2,D,1,1,D,18,8,7,2,14,16,3,3,3,5,0,1
2067,15/12/2019,Espanol,Betis,2,2,D,2,1,H,16,10,4,5,26,13,7,5,4,1,0,0
2068,15/12/2019,Sevilla,Villarreal,1,2,A,0,1,A,24,9,5,3,12,11,14,2,2,0,0,0
2069,15/12/2019,Valencia,Real Madrid,1,1,D,0,0,D,9,19,6,6,11,15,1,2,1,2,0,0
2070,18/12/2019,Barcelona,Real Madrid,0,0,D,0,0,D,9,17,2,4,5,17,2,6,3,5,0,0
2071,20/12/2019,Eibar,Granada,3,0,H,2,0,H,21,12,7,1,17,13,5,5,3,3,0,0
2072,21/12/2019,Mallorca,Sevilla,0,2,A,0,1,A,8,13,1,6,15,12,3,6,6,3,0,0
2073,21/12/2019,Barcelona,Alaves,4,1,H,2,0,H,8,5,4,3,10,11,3,4,2,4,0,0
2074,21/12/2019,Villarreal,Getafe,1,0,H,0,0,D,11,7,4,0,8,18,2,5,2,5,0,1
2075,21/12/2019,Valladolid,Valencia,1,1,D,0,0,D,14,5,6,2,10,12,5,4,0,3,0,0
2076,22/12/2019,Leganes,Espanol,2,0,H,1,0,H,11,9,5,3,11,15,1,5,1,6,0,0
2077,22/12/2019,Osasuna,Sociedad,3,4,A,1,3,A,19,13,7,7,11,12,8,3,6,2,1,0
2078,22/12/2019,Betis,Ath Madrid,1,2,A,0,0,D,15,8,2,5,11,14,5,3,4,3,0,0
2079,22/12/2019,Levante,Celta,3,1,H,0,1,A,13,12,7,5,8,15,8,7,3,6,0,0
2080,22/12/2019,Real Madrid,Ath Bilbao,0,0,D,0,0,D,20,8,8,2,8,14,6,4,1,0,0,0
2081,3/1/2020,Valladolid,Leganes,2,2,D,1,2,A,14,12,5,5,16,13,4,3,3,2,0,0
2082,3/1/2020,Sevilla,Ath Bilbao,1,1,D,0,1,A,9,6,2,1,16,20,9,1,2,4,0,0
2083,4/1/2020,Valencia,Eibar,1,0,H,1,0,H,9,10,1,3,13,20,6,5,1,3,0,1
2084,4/1/2020,Getafe,Real Madrid,0,3,A,0,1,A,15,10,4,8,20,14,7,4,3,2,0,0
2085,4/1/2020,Ath Madrid,Levante,2,1,H,2,1,H,17,6,8,3,9,10,5,5,1,3,0,0
2086,4/1/2020,Espanol,Barcelona,2,2,D,1,0,H,8,14,3,7,17,11,4,5,2,2,0,1
2087,5/1/2020,Granada,Mallorca,1,0,H,1,0,H,7,17,4,5,23,11,3,4,5,1,0,0
2088,5/1/2020,Sociedad,Villarreal,1,2,A,1,0,H,10,14,2,2,16,14,7,2,5,4,0,0
2089,5/1/2020,Alaves,Betis,1,1,D,1,0,H,6,10,1,3,18,15,3,6,7,3,0,1
2090,5/1/2020,Celta,Osasuna,1,1,D,0,0,D,20,8,7,1,14,19,6,1,4,3,0,0
2091,17/01/2020,Leganes,Getafe,0,3,A,0,3,A,8,8,2,4,22,18,4,4,6,4,0,0
2092,18/01/2020,Levante,Alaves,0,1,A,0,0,D,20,14,3,6,12,20,7,6,2,4,0,0
2093,18/01/2020,Real Madrid,Sevilla,2,1,H,0,0,D,13,8,4,3,17,12,2,4,3,1,0,0
2094,18/01/2020,Osasuna,Valladolid,0,0,D,0,0,D,21,5,5,3,16,10,9,1,2,2,0,0
2095,18/01/2020,Eibar,Ath Madrid,2,0,H,1,0,H,9,12,4,4,16,14,6,7,1,2,0,0
2096,19/01/2020,Mallorca,Valencia,4,1,H,3,0,H,13,8,6,1,18,11,1,6,4,4,0,1
2097,19/01/2020,Betis,Sociedad,3,0,H,2,0,H,14,7,6,0,8,10,6,2,3,1,0,0
2098,19/01/2020,Villarreal,Espanol,1,2,A,0,1,A,21,16,5,5,15,18,4,4,1,3,0,1
2099,19/01/2020,Ath Bilbao,Celta,1,1,D,0,0,D,22,7,6,3,18,12,13,0,4,3,0,0
2100,19/01/2020,Barcelona,Granada,1,0,H,0,0,D,18,5,6,1,11,17,7,0,0,4,0,1
2101,24/01/2020,Osasuna,Levante,2,0,H,0,0,D,15,6,3,2,18,11,5,5,3,3,0,0
2102,25/01/2020,Espanol,Ath Bilbao,1,1,D,0,1,A,9,11,3,3,14,14,2,3,3,1,0,0
2103,25/01/2020,Valencia,Barcelona,2,0,H,0,0,D,8,14,6,5,13,16,2,0,1,3,0,0
2104,25/01/2020,Alaves,Villarreal,1,2,A,0,1,A,12,11,6,6,10,12,7,4,2,1,0,0
2105,25/01/2020,Sevilla,Granada,2,0,H,2,0,H,12,8,4,1,13,18,3,6,4,1,0,0
2106,26/01/2020,Ath Madrid,Leganes,0,0,D,0,0,D,14,10,3,4,10,19,7,6,2,6,0,1
2107,26/01/2020,Celta,Eibar,0,0,D,0,0,D,18,5,5,3,9,16,6,3,1,0,0,0
2108,26/01/2020,Getafe,Betis,1,0,H,0,0,D,7,8,3,1,19,12,8,4,2,4,0,1
2109,26/01/2020,Sociedad,Mallorca,3,0,H,0,0,D,14,8,5,4,15,7,7,3,0,2,0,0
2110,26/01/2020,Valladolid,Real Madrid,0,1,A,0,0,D,4,12,0,3,7,11,3,5,1,3,0,0
2111,1/2/2020,Granada,Espanol,2,1,H,1,1,D,8,22,2,4,15,17,3,9,3,3,0,0
2112,1/2/2020,Real Madrid,Ath Madrid,1,0,H,0,0,D,16,4,5,1,18,11,5,6,2,3,0,0
2113,1/2/2020,Mallorca,Valladolid,0,1,A,0,0,D,16,15,4,7,11,10,8,5,4,1,0,0
2114,1/2/2020,Valencia,Celta,1,0,H,0,0,D,9,11,5,4,14,20,4,7,6,3,0,0
2115,2/2/2020,Leganes,Sociedad,2,1,H,0,1,A,12,2,5,1,24,19,3,1,4,3,0,0
2116,2/2/2020,Eibar,Betis,1,1,D,1,1,D,8,14,3,6,15,16,2,7,2,2,0,0
2117,2/2/2020,Ath Bilbao,Getafe,0,2,A,0,1,A,8,9,2,3,11,19,5,4,2,5,0,0
2118,2/2/2020,Sevilla,Alaves,1,1,D,0,0,D,14,4,3,3,13,12,6,1,2,1,0,0
2119,2/2/2020,Villarreal,Osasuna,3,1,H,1,0,H,9,17,4,5,19,15,4,6,3,2,0,0
2120,2/2/2020,Barcelona,Levante,2,1,H,2,0,H,23,10,9,5,6,10,8,3,2,0,0,0
2121,7/2/2020,Alaves,Eibar,2,1,H,0,0,D,9,5,5,1,16,10,3,5,3,2,0,0
2122,8/2/2020,Levante,Leganes,2,0,H,2,0,H,9,12,5,4,18,15,2,2,2,3,0,0
