id,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2640,13/05/2021,Granada,Real Madrid,1,4,A,0,2,A,10,16,5,7,15,9,2,3,3,3,0,0
2641,16/05/2021,Alaves,Granada,4,2,H,2,1,H,14,5,9,2,7,11,6,1,2,4,0,0
2642,16/05/2021,Ath Bilbao,Real Madrid,0,1,A,0,0,D,8,11,1,2,10,7,4,11,3,2,1,0
2643,16/05/2021,Ath Madrid,Osasuna,2,1,H,0,0,D,26,5,9,2,2,13,8,0,1,2,0,0
2644,16/05/2021,Barcelona,Celta,1,2,A,1,1,D,20,4,4,4,9,14,7,1,3,2,1,0
2645,16/05/2021,Betis,Huesca,1,0,H,0,0,D,10,7,2,0,15,19,2,5,1,5,0,1
2646,16/05/2021,Cadiz,Elche,1,3,A,1,0,H,7,20,3,5,13,15,1,8,3,4,0,0
2647,16/05/2021,Getafe,Levante,2,1,H,1,1,D,9,5,3,1,15,11,3,4,5,0,1,0
2648,16/05/2021,Sociedad,Valladolid,4,1,H,4,0,H,13,19,8,5,16,11,2,4,2,4,0,1
2649,16/05/2021,Valencia,Eibar,4,1,H,3,1,H,9,20,5,8,5,7,2,10,0,0,0,0
2650,16/05/2021,Villarreal,Sevilla,4,0,H,1,0,H,12,17,5,5,9,7,3,6,0,3,0,1
2651,21/05/2021,Levante,Cadiz,2,2,D,1,2,A,17,6,4,2,17,8,7,0,0,2,0,0
2652,22/05/2021,Celta,Betis,2,3,A,1,0,H,11,11,4,5,20,20,8,4,6,7,0,1
2653,22/05/2021,Eibar,Barcelona,0,1,A,0,0,D,17,7,3,3,11,15,6,3,0,3,0,0
2654,22/05/2021,Elche,Ath Bilbao,2,0,H,1,0,H,8,8,3,2,10,6,3,1,3,0,0,0
2655,22/05/2021,Huesca,Valencia,0,0,D,0,0,D,23,11,8,4,17,15,9,3,2,1,0,0
2656,22/05/2021,Osasuna,Sociedad,0,1,A,0,0,D,7,11,1,1,15,7,3,3,1,0,0,0
2657,22/05/2021,Real Madrid,Villarreal,2,1,H,0,1,A,14,6,4,2,8,13,6,1,0,0,0,0
2658,22/05/2021,Valladolid,Ath Madrid,1,2,A,1,0,H,10,14,4,3,11,11,4,6,4,6,0,0
2659,23/05/2021,Granada,Getafe,0,0,D,0,0,D,9,11,3,2,16,13,6,3,4,2,0,0
2660,23/05/2021,Sevilla,Alaves,1,0,H,0,0,D,11,11,2,2,11,8,6,4,1,0,0,0
2661,13/08/2021,Valencia,Getafe,1,0,H,1,0,H,4,22,2,4,24,15,1,9,6,3,1,1
2662,14/08/2021,Cadiz,Levante,1,1,D,0,1,A,7,12,2,3,10,16,2,4,1,5,0,0
2663,14/08/2021,Mallorca,Betis,1,1,D,1,0,H,6,10,2,1,12,18,4,3,1,3,0,0
2664,14/08/2021,Alaves,Real Madrid,1,4,A,0,0,D,11,19,4,7,14,10,0,4,1,2,0,0
2665,14/08/2021,Osasuna,Espanol,0,0,D,0,0,D,14,10,1,3,18,12,4,6,3,3,0,0
2666,15/08/2021,Celta,Ath Madrid,1,2,A,0,1,A,10,13,2,4,11,9,2,5,4,5,1,1
2667,15/08/2021,Barcelona,Sociedad,4,2,H,2,0,H,13,11,8,3,11,18,5,3,2,4,0,0
2668,15/08/2021,Sevilla,Vallecano,3,0,H,1,0,H,21,4,8,3,14,7,4,0,1,0,0,1
2669,16/08/2021,Villarreal,Granada,0,0,D,0,0,D,14,6,4,1,19,21,6,2,5,1,1,0
2670,16/08/2021,Elche,Ath Bilbao,0,0,D,0,0,D,8,9,2,3,13,19,6,8,2,2,0,0
2671,20/08/2021,Betis,Cadiz,1,1,D,1,1,D,16,8,7,3,12,10,4,5,4,0,0,0
2672,21/08/2021,Alaves,Mallorca,0,1,A,0,0,D,9,12,4,2,14,15,1,8,3,3,1,0
2673,21/08/2021,Espanol,Villarreal,0,0,D,0,0,D,14,12,3,2,10,10,9,7,3,4,0,0
2674,21/08/2021,Granada,Valencia,1,1,D,1,0,H,9,18,2,7,14,12,2,6,4,2,0,0
2675,21/08/2021,Ath Bilbao,Barcelona,1,1,D,0,0,D,16,9,7,3,15,10,13,2,1,2,0,1
2676,22/08/2021,Sociedad,Vallecano,1,0,H,0,0,D,13,9,8,1,19,15,5,4,3,4,0,0
2677,22/08/2021,Ath Madrid,Elche,1,0,H,1,0,H,8,4,4,2,16,10,2,1,2,2,0,0
2678,22/08/2021,Levante,Real Madrid,3,3,D,0,1,A,8,19,4,5,17,7,4,6,3,2,1,0
2679,23/08/2021,Getafe,Sevilla,0,1,A,0,0,D,12,9,0,3,18,10,5,4,2,2,0,0
2680,23/08/2021,Osasuna,Celta,0,0,D,0,0,D,15,4,7,0,19,8,1,2,4,3,0,0
2681,27/08/2021,Mallorca,Espanol,1,0,H,1,0,H,12,8,6,3,16,17,3,2,4,3,0,1
2682,27/08/2021,Valencia,Alaves,3,0,H,2,0,H,9,10,4,3,20,15,4,4,1,4,0,0
2683,28/08/2021,Celta,Ath Bilbao,0,1,A,0,1,A,13,6,0,2,12,11,5,4,2,1,0,0
2684,28/08/2021,Elche,Sevilla,1,1,D,1,1,D,7,18,4,5,6,9,5,3,2,0,0,0
2685,28/08/2021,Sociedad,Levante,1,0,H,1,0,H,7,6,2,0,17,13,2,2,1,1,0,0
2686,28/08/2021,Betis,Real Madrid,0,1,A,0,0,D,11,13,6,3,15,13,3,7,5,3,0,0
2687,29/08/2021,Barcelona,Getafe,2,1,H,2,1,H,7,8,3,3,16,22,3,2,3,1,0,0
2688,29/08/2021,Cadiz,Osasuna,2,3,A,1,0,H,7,14,3,4,9,6,4,11,4,0,0,0
2689,29/08/2021,Vallecano,Granada,4,0,H,3,0,H,19,9,6,3,19,14,5,6,1,4,0,0
2690,29/08/2021,Ath Madrid,Villarreal,2,2,D,0,0,D,24,2,5,2,11,6,16,0,4,2,0,0
2691,11/9/2021,Levante,Vallecano,1,1,D,1,0,H,7,22,2,6,14,16,2,5,3,4,0,0
2692,11/9/2021,Ath Bilbao,Mallorca,2,0,H,0,0,D,19,7,5,1,7,13,7,2,1,2,0,0
2693,12/9/2021,Espanol,Ath Madrid,1,2,A,1,0,H,9,13,3,3,10,11,6,3,1,4,0,0
2694,12/9/2021,Osasuna,Valencia,1,4,A,1,1,D,11,10,2,4,20,14,4,4,4,2,0,0
2695,12/9/2021,Cadiz,Sociedad,0,2,A,0,0,D,6,16,1,4,10,9,2,8,4,0,1,0
2696,12/9/2021,Real Madrid,Celta,5,2,H,1,2,A,15,11,11,4,8,16,7,3,2,3,0,0
2697,13/09/2021,Getafe,Elche,0,1,A,0,0,D,10,8,1,3,6,14,8,2,2,3,0,0
2698,13/09/2021,Granada,Betis,1,2,A,0,1,A,11,19,2,9,7,14,6,8,1,2,0,0
2699,17/09/2021,Celta,Cadiz,1,2,A,0,2,A,14,7,4,3,8,8,7,1,3,3,0,0
2700,18/09/2021,Vallecano,Getafe,3,0,H,1,0,H,11,13,5,3,20,16,5,3,6,7,0,0
2701,18/09/2021,Ath Madrid,Ath Bilbao,0,0,D,0,0,D,14,6,2,0,10,13,5,5,6,2,1,0
2702,18/09/2021,Elche,Levante,1,1,D,1,0,H,9,11,2,6,10,14,4,7,2,2,0,0
2703,18/09/2021,Alaves,Osasuna,0,2,A,0,2,A,8,13,3,5,11,14,2,8,4,3,0,0
2704,19/09/2021,Mallorca,Villarreal,0,0,D,0,0,D,10,11,1,3,11,16,3,1,2,3,0,0
2705,19/09/2021,Sociedad,Sevilla,0,0,D,0,0,D,11,11,4,4,16,11,5,6,2,3,0,0
2706,19/09/2021,Betis,Espanol,2,2,D,2,1,H,23,11,9,4,13,9,10,4,4,4,1,0
2707,19/09/2021,Valencia,Real Madrid,1,2,A,0,0,D,12,18,4,10,14,14,2,5,1,5,0,0
2708,20/09/2021,Barcelona,Granada,1,1,D,0,1,A,17,5,6,2,15,20,12,4,3,6,0,0
2709,21/09/2021,Getafe,Ath Madrid,1,2,A,1,0,H,7,12,2,4,15,11,2,5,4,5,1,0
2710,21/09/2021,Ath Bilbao,Vallecano,1,2,A,1,1,D,8,8,1,3,16,20,2,1,3,3,0,0
2711,21/09/2021,Levante,Celta,0,2,A,0,0,D,6,4,2,2,16,12,2,4,3,2,0,0
2712,22/09/2021,Espanol,Alaves,1,0,H,0,0,D,10,8,2,2,14,18,4,8,2,1,0,0
2713,22/09/2021,Sevilla,Valencia,3,1,H,3,1,H,11,8,5,3,25,21,1,4,5,3,0,0
2714,22/09/2021,Real Madrid,Mallorca,6,1,H,3,1,H,18,17,12,5,18,8,3,2,2,1,0,0
2715,22/09/2021,Villarreal,Elche,4,1,H,2,1,H,14,9,9,3,16,11,8,7,1,2,0,0
2716,23/09/2021,Granada,Sociedad,2,3,A,1,0,H,10,20,2,11,11,16,4,7,5,1,0,0
2717,23/09/2021,Osasuna,Betis,1,3,A,1,1,D,11,16,3,9,18,10,4,7,2,0,0,0
2718,23/09/2021,Cadiz,Barcelona,0,0,D,0,0,D,13,6,3,2,16,8,4,5,3,4,0,1
2719,25/09/2021,Alaves,Ath Madrid,1,0,H,1,0,H,7,13,1,1,18,11,3,8,2,3,0,0
2720,25/09/2021,Valencia,Ath Bilbao,1,1,D,0,0,D,13,12,6,4,14,17,4,5,5,2,1,0
2721,25/09/2021,Sevilla,Espanol,2,0,H,1,0,H,12,13,5,2,10,8,4,8,4,0,1,0
2722,25/09/2021,Real Madrid,Villarreal,0,0,D,0,0,D,15,6,2,2,10,12,6,3,1,2,0,0
2723,26/09/2021,Mallorca,Osasuna,2,3,A,2,1,H,17,12,8,6,8,17,5,5,2,3,0,0
2724,26/09/2021,Barcelona,Levante,3,0,H,2,0,H,20,6,12,2,11,16,11,1,1,3,0,0
2725,26/09/2021,Sociedad,Elche,1,0,H,0,0,D,17,5,5,2,12,16,6,1,1,3,0,0
2726,26/09/2021,Vallecano,Cadiz,3,1,H,2,1,H,13,6,6,1,11,11,4,3,2,4,0,0
2727,26/09/2021,Betis,Getafe,2,0,H,1,0,H,20,8,5,3,12,19,3,3,1,3,0,0
2728,27/09/2021,Celta,Granada,1,0,H,0,0,D,14,7,5,4,9,12,5,3,2,7,0,0
2729,1/10/2021,Ath Bilbao,Alaves,1,0,H,1,0,H,16,17,5,5,16,12,13,9,3,2,0,0
2730,2/10/2021,Osasuna,Vallecano,1,0,H,0,0,D,7,7,3,0,19,9,6,3,3,3,0,0
2731,2/10/2021,Mallorca,Levante,1,0,H,0,0,D,9,6,7,2,18,25,8,3,4,4,0,0
2732,2/10/2021,Cadiz,Valencia,0,0,D,0,0,D,2,16,1,4,16,11,1,3,3,4,0,0
2733,2/10/2021,Ath Madrid,Barcelona,2,0,H,2,0,H,6,9,3,2,13,10,2,6,2,1,0,0
2734,3/10/2021,Elche,Celta,1,0,H,0,0,D,12,10,5,1,14,19,7,4,4,3,0,0
2735,3/10/2021,Espanol,Real Madrid,2,1,H,1,0,H,8,18,4,4,12,13,2,8,2,1,0,0
2736,3/10/2021,Getafe,Sociedad,1,1,D,1,0,H,9,10,2,5,16,11,2,5,4,2,0,0
2737,3/10/2021,Villarreal,Betis,2,0,H,1,0,H,11,10,5,3,14,9,4,6,2,4,0,0
2738,3/10/2021,Granada,Sevilla,1,0,H,1,0,H,3,14,1,3,13,11,2,6,3,4,0,1
2739,16/10/2021,Levante,Getafe,0,0,D,0,0,D,6,14,2,4,14,10,3,11,3,3,0,0
2740,16/10/2021,Sociedad,Mallorca,1,0,H,0,0,D,10,7,2,1,11,21,2,6,3,3,1,0
2741,17/10/2021,Vallecano,Elche,2,1,H,1,1,D,10,7,4,3,16,11,6,2,2,2,0,0
2742,17/10/2021,Celta,Sevilla,0,1,A,0,0,D,14,8,3,2,13,9,5,4,2,3,0,0
2743,17/10/2021,Villarreal,Osasuna,1,2,A,0,1,A,11,6,6,2,6,14,4,4,1,5,0,0
2744,17/10/2021,Barcelona,Valencia,3,1,H,2,1,H,12,9,5,3,16,13,9,3,2,3,0,0
2745,18/10/2021,Alaves,Betis,0,1,A,0,0,D,14,19,2,4,8,11,7,7,1,1,0,0
2746,18/10/2021,Espanol,Cadiz,2,0,H,1,0,H,14,13,6,2,8,10,7,9,1,0,0,0
2747,22/10/2021,Osasuna,Granada,1,1,D,1,0,H,17,9,6,4,15,11,4,1,1,3,1,0
2748,23/10/2021,Valencia,Mallorca,2,2,D,0,2,A,20,9,6,4,15,19,5,0,4,5,0,2
2749,23/10/2021,Cadiz,Alaves,0,2,A,0,1,A,23,8,4,4,11,14,14,3,0,2,0,0
2750,23/10/2021,Elche,Espanol,2,2,D,1,0,H,12,20,7,7,15,9,3,7,3,1,0,0
2751,23/10/2021,Ath Bilbao,Villarreal,2,1,H,1,1,D,14,11,7,3,7,12,9,2,0,3,0,0
2752,24/10/2021,Sevilla,Levante,5,3,H,3,1,H,18,12,11,7,13,6,10,3,1,2,0,0
2753,24/10/2021,Barcelona,Real Madrid,1,2,A,0,1,A,12,10,2,5,17,13,7,4,1,1,0,0
2754,24/10/2021,Betis,Vallecano,3,2,H,2,1,H,11,14,5,3,12,12,4,4,1,2,0,0
2755,24/10/2021,Ath Madrid,Sociedad,2,2,D,0,1,A,17,8,4,4,14,14,4,3,1,3,0,0
2756,25/10/2021,Getafe,Celta,0,3,A,0,0,D,11,16,2,8,15,11,2,7,2,2,2,0
2757,26/10/2021,Alaves,Elche,1,0,H,0,0,D,16,4,5,1,13,9,4,7,1,1,0,0
2758,26/10/2021,Espanol,Ath Bilbao,1,1,D,1,0,H,14,23,3,7,7,12,8,12,1,2,1,0
2759,26/10/2021,Villarreal,Cadiz,3,3,D,1,2,A,14,9,5,4,13,9,8,2,3,6,0,0
2760,27/10/2021,Mallorca,Sevilla,1,1,D,1,0,H,11,10,4,3,16,14,4,2,3,6,1,0
2761,27/10/2021,Vallecano,Barcelona,1,0,H,1,0,H,13,16,3,1,17,12,3,7,2,2,0,0
2762,27/10/2021,Betis,Valencia,4,1,H,2,1,H,14,10,9,4,14,19,4,7,2,5,0,0
2763,27/10/2021,Real Madrid,Osasuna,0,0,D,0,0,D,17,7,3,0,12,10,11,3,1,1,0,0
2764,28/10/2021,Celta,Sociedad,0,2,A,0,0,D,14,11,6,4,12,11,7,6,1,0,0,0
2765,28/10/2021,Granada,Getafe,1,1,D,0,1,A,18,6,3,4,10,15,5,0,1,4,0,0
2766,28/10/2021,Levante,Ath Madrid,2,2,D,1,1,D,10,7,3,3,15,11,5,2,3,5,1,0
2767,30/10/2021,Elche,Real Madrid,1,2,A,0,1,A,13,17,4,5,11,13,5,4,2,0,1,0
2768,30/10/2021,Sevilla,Osasuna,2,0,H,1,0,H,16,10,4,3,17,10,4,5,2,2,0,0
2769,30/10/2021,Valencia,Villarreal,2,0,H,1,0,H,9,11,3,1,19,17,7,6,2,4,0,0
2770,30/10/2021,Barcelona,Alaves,1,1,D,0,0,D,16,3,5,2,11,11,9,0,0,2,0,0
2771,31/10/2021,Cadiz,Mallorca,1,1,D,0,1,A,13,11,2,5,14,16,6,5,3,7,0,2
2772,31/10/2021,Ath Madrid,Betis,3,0,H,1,0,H,18,8,9,1,11,12,13,0,0,0,0,0
2773,31/10/2021,Getafe,Espanol,2,1,H,1,1,D,12,10,7,3,18,11,6,11,7,4,0,0
2774,31/10/2021,Sociedad,Ath Bilbao,1,1,D,0,0,D,8,11,3,5,21,14,2,7,4,3,0,1
2775,1/11/2021,Vallecano,Celta,0,0,D,0,0,D,11,10,5,4,13,14,4,7,2,5,0,0
2776,1/11/2021,Levante,Granada,0,3,A,0,2,A,12,12,3,6,14,13,3,5,4,2,0,0
2777,5/11/2021,Ath Bilbao,Cadiz,0,1,A,0,1,A,15,8,5,4,14,19,5,1,2,1,0,0
2778,6/11/2021,Espanol,Granada,2,0,H,2,0,H,17,18,6,5,12,8,5,3,1,1,0,0
2779,6/11/2021,Celta,Barcelona,3,3,D,0,3,A,18,10,4,6,18,18,3,1,3,6,0,0
2780,6/11/2021,Alaves,Levante,2,1,H,0,1,A,10,12,3,7,21,17,1,3,3,3,0,0
2781,6/11/2021,Real Madrid,Vallecano,2,1,H,2,0,H,15,19,7,7,8,14,4,5,1,2,0,0
2782,7/11/2021,Villarreal,Getafe,1,0,H,1,0,H,10,5,4,2,12,13,6,4,1,1,0,0
2783,7/11/2021,Valencia,Ath Madrid,3,3,D,0,1,A,11,13,5,7,12,17,9,0,2,2,0,0
2784,7/11/2021,Mallorca,Elche,2,2,D,0,0,D,18,7,6,2,11,19,3,3,2,3,0,0
2785,7/11/2021,Osasuna,Sociedad,0,2,A,0,0,D,6,9,2,4,11,12,5,2,0,2,0,0
2786,7/11/2021,Betis,Sevilla,0,2,A,0,0,D,8,11,1,2,12,13,2,1,3,1,1,0
2787,19/11/2021,Levante,Ath Bilbao,0,0,D,0,0,D,15,7,2,2,16,7,6,3,2,1,0,0
2788,20/11/2021,Celta,Villarreal,1,1,D,0,1,A,12,18,3,6,14,17,3,5,1,1,0,0
2789,20/11/2021,Sevilla,Alaves,2,2,D,1,2,A,16,8,6,3,14,17,5,2,4,4,0,0
2790,20/11/2021,Ath Madrid,Osasuna,1,0,H,0,0,D,15,9,2,3,7,8,7,4,2,2,0,0
2791,20/11/2021,Barcelona,Espanol,1,0,H,0,0,D,16,12,6,2,17,9,4,4,4,2,0,0
2792,21/11/2021,Getafe,Cadiz,4,0,H,1,0,H,17,10,8,2,14,7,3,7,2,4,0,0
2793,21/11/2021,Granada,Real Madrid,1,4,A,1,2,A,11,21,3,10,10,7,9,6,1,1,1,0
2794,21/11/2021,Elche,Betis,0,3,A,0,3,A,14,9,4,4,12,14,10,1,1,2,0,1
2795,21/11/2021,Sociedad,Valencia,0,0,D,0,0,D,9,8,2,3,11,16,2,4,4,7,1,0
2796,22/11/2021,Vallecano,Mallorca,3,1,H,2,0,H,15,11,6,5,14,17,6,4,3,2,0,0
2797,26/11/2021,Ath Bilbao,Granada,2,2,D,1,2,A,17,8,5,4,12,9,8,3,1,1,1,0
2798,27/11/2021,Alaves,Celta,1,2,A,1,1,D,13,8,5,5,12,15,5,3,3,2,0,0
2799,27/11/2021,Valencia,Vallecano,1,1,D,1,0,H,8,12,4,6,18,15,3,9,6,5,0,0
2800,27/11/2021,Mallorca,Getafe,0,0,D,0,0,D,12,11,2,0,8,19,2,0,3,0,0,0
2801,27/11/2021,Villarreal,Barcelona,1,3,A,0,0,D,14,12,2,6,19,14,4,4,2,2,0,0
2802,28/11/2021,Betis,Levante,3,1,H,0,1,A,26,8,8,2,16,9,5,8,2,3,0,0
2803,28/11/2021,Espanol,Sociedad,1,0,H,0,0,D,8,10,2,4,15,7,2,9,1,1,0,0
2804,28/11/2021,Cadiz,Ath Madrid,1,4,A,0,0,D,8,17,0,7,13,11,4,8,2,0,0,0
2805,28/11/2021,Real Madrid,Sevilla,2,1,H,1,1,D,14,11,4,6,10,9,0,4,3,3,0,0
2806,29/11/2021,Osasuna,Elche,1,1,D,1,1,D,17,10,4,4,16,12,5,4,1,3,0,0
2807,1/12/2021,Real Madrid,Ath Bilbao,1,0,H,1,0,H,17,18,7,2,12,13,7,6,2,3,0,0
2808,3/12/2021,Granada,Alaves,2,1,H,1,0,H,9,14,2,2,17,15,3,5,2,2,0,0
2809,4/12/2021,Sevilla,Villarreal,1,0,H,1,0,H,8,16,3,2,9,10,5,8,2,2,0,0
2810,4/12/2021,Barcelona,Betis,0,1,A,0,0,D,12,8,3,2,17,12,6,1,1,2,0,0
2811,4/12/2021,Ath Madrid,Mallorca,1,2,A,0,0,D,14,10,6,3,13,16,8,5,2,5,0,0
2812,4/12/2021,Sociedad,Real Madrid,0,2,A,0,0,D,11,13,0,8,12,8,5,5,2,0,0,0
2813,5/12/2021,Vallecano,Espanol,1,0,H,0,0,D,7,10,0,3,18,11,6,3,3,3,0,1
2814,5/12/2021,Elche,Cadiz,3,1,H,1,0,H,8,15,3,6,16,15,3,3,7,3,0,0
2815,5/12/2021,Levante,Osasuna,0,0,D,0,0,D,11,11,3,1,12,16,7,2,2,3,0,0
2816,5/12/2021,Celta,Valencia,1,2,A,1,1,D,11,8,5,5,10,22,6,4,3,2,0,0
2817,6/12/2021,Getafe,Ath Bilbao,0,0,D,0,0,D,17,9,5,3,14,14,5,3,2,1,0,0
2818,10/12/2021,Mallorca,Celta,0,0,D,0,0,D,12,14,1,5,14,11,7,4,3,2,0,0
2819,11/12/2021,Espanol,Levante,4,3,H,1,2,A,17,14,8,5,9,15,4,2,4,4,0,1
2820,11/12/2021,Alaves,Getafe,1,1,D,0,1,A,9,11,1,2,18,15,1,1,4,4,1,0
2821,11/12/2021,Valencia,Elche,2,1,H,1,0,H,21,8,8,4,15,12,8,1,3,2,0,0
2822,11/12/2021,Ath Bilbao,Sevilla,0,1,A,0,1,A,13,6,2,1,17,10,9,2,4,3,0,0
2823,12/12/2021,Villarreal,Vallecano,2,0,H,2,0,H,13,19,5,7,16,14,5,6,1,3,0,0
2824,12/12/2021,Osasuna,Barcelona,2,2,D,1,1,D,8,10,3,2,16,16,6,5,5,4,0,0
2825,12/12/2021,Betis,Sociedad,4,0,H,1,0,H,11,15,5,5,12,10,4,7,3,1,0,0
2826,12/12/2021,Real Madrid,Ath Madrid,2,0,H,1,0,H,7,9,3,6,17,15,3,6,2,3,0,0
2827,13/12/2021,Cadiz,Granada,1,1,D,1,0,H,13,16,3,5,14,10,8,1,5,0,1,0
2828,17/12/2021,Celta,Espanol,3,1,H,1,0,H,12,6,5,3,13,5,3,3,2,1,0,0
2829,18/12/2021,Vallecano,Alaves,2,0,H,2,0,H,20,6,5,4,12,19,5,5,1,2,0,0
2830,18/12/2021,Sociedad,Villarreal,1,3,A,1,1,D,8,15,4,8,9,15,5,5,2,3,1,0
2831,18/12/2021,Barcelona,Elche,3,2,H,2,0,H,19,5,8,3,13,17,5,0,1,3,0,0
2832,18/12/2021,Sevilla,Ath Madrid,2,1,H,1,1,D,6,15,2,3,15,14,4,7,2,1,0,0
2833,19/12/2021,Granada,Mallorca,4,1,H,1,1,D,15,8,6,5,12,15,4,2,3,2,0,0
2834,19/12/2021,Ath Bilbao,Betis,3,2,H,1,1,D,9,16,6,8,7,12,5,6,1,3,0,0
2835,19/12/2021,Getafe,Osasuna,1,0,H,0,0,D,18,11,4,2,14,8,4,3,3,1,0,0
2836,19/12/2021,Real Madrid,Cadiz,0,0,D,0,0,D,36,4,9,0,9,10,13,2,1,1,0,0
2837,20/12/2021,Levante,Valencia,3,4,A,2,1,H,15,15,9,8,21,11,6,4,3,4,0,0
2838,21/12/2021,Villarreal,Alaves,5,2,H,2,1,H,24,4,10,2,16,14,6,2,0,2,0,0
2839,21/12/2021,Sevilla,Barcelona,1,1,D,1,1,D,5,23,1,7,15,13,4,9,2,3,1,0
2840,22/12/2021,Granada,Ath Madrid,2,1,H,1,1,D,6,15,4,3,17,7,2,7,4,1,0,0
2841,22/12/2021,Ath Bilbao,Real Madrid,1,2,A,1,2,A,15,12,2,7,17,7,7,0,2,2,0,0
2842,31/12/2021,Valencia,Espanol,1,2,A,0,0,D,12,15,2,4,19,14,7,5,7,3,1,0
2843,2/1/2022,Getafe,Real Madrid,1,0,H,1,0,H,6,14,3,4,20,8,2,9,3,2,0,0
2844,2/1/2022,Ath Madrid,Vallecano,2,0,H,1,0,H,15,5,5,0,14,12,8,2,3,0,0,0
2845,2/1/2022,Elche,Granada,0,0,D,0,0,D,18,10,2,5,18,15,6,3,3,3,1,0
2846,2/1/2022,Alaves,Sociedad,1,1,D,0,1,A,19,10,5,4,22,10,2,3,3,3,0,0
2847,2/1/2022,Betis,Celta,0,2,A,0,2,A,18,7,7,5,15,11,3,3,1,2,0,0
2848,2/1/2022,Mallorca,Barcelona,0,1,A,0,1,A,13,13,3,4,22,24,4,3,5,2,0,0
2849,3/1/2022,Villarreal,Levante,5,0,H,3,0,H,17,7,7,3,12,9,6,5,3,2,0,0
2850,3/1/2022,Osasuna,Ath Bilbao,1,3,A,1,2,A,15,17,4,5,12,7,4,5,5,2,1,0
2851,3/1/2022,Cadiz,Sevilla,0,1,A,0,0,D,9,14,2,4,5,9,2,8,0,1,0,0
2852,8/1/2022,Levante,Mallorca,2,0,H,0,0,D,16,15,8,8,20,11,5,5,3,1,1,0
2853,8/1/2022,Sociedad,Celta,1,0,H,1,0,H,12,4,3,0,10,18,6,4,3,3,0,0
2854,8/1/2022,Granada,Barcelona,1,1,D,0,0,D,14,13,4,1,9,21,3,2,2,5,0,1
2855,8/1/2022,Real Madrid,Valencia,4,1,H,1,0,H,23,12,8,7,15,24,3,8,3,3,0,0
2856,9/1/2022,Vallecano,Betis,1,1,D,0,1,A,17,9,7,5,18,13,6,4,1,3,0,1
2857,9/1/2022,Sevilla,Getafe,1,0,H,1,0,H,10,4,1,2,8,20,5,2,1,3,0,0
2858,9/1/2022,Alaves,Ath Bilbao,0,0,D,0,0,D,12,10,1,2,15,11,7,5,2,0,0,0
2859,9/1/2022,Osasuna,Cadiz,2,0,H,1,0,H,15,6,5,1,13,13,5,7,2,2,0,0
2860,9/1/2022,Villarreal,Ath Madrid,2,2,D,1,1,D,13,7,3,5,13,8,7,3,0,2,0,1
2861,10/1/2022,Espanol,Elche,1,2,A,1,2,A,8,3,3,2,13,18,13,0,4,6,0,0
2862,16/01/2022,Elche,Villarreal,1,0,H,0,0,D,5,9,2,4,12,15,3,8,4,3,0,0
2863,18/01/2022,Betis,Alaves,4,0,H,3,0,H,18,9,5,2,14,14,8,3,2,0,0,0
2864,18/01/2022,Cadiz,Espanol,2,2,D,0,1,A,10,14,4,7,14,9,3,2,5,1,0,0
2865,19/01/2022,Celta,Osasuna,2,0,H,2,0,H,5,9,3,0,14,11,0,5,1,2,0,0
2866,19/01/2022,Valencia,Sevilla,1,1,D,1,1,D,10,12,2,3,22,14,4,4,3,3,1,0
2867,20/01/2022,Getafe,Granada,4,2,H,1,1,D,12,7,4,4,15,10,4,8,3,4,0,0
2868,21/01/2022,Espanol,Betis,1,4,A,1,2,A,12,15,4,8,15,12,6,5,3,4,1,0
2869,22/01/2022,Levante,Cadiz,0,2,A,0,1,A,15,8,8,2,15,16,8,2,4,6,0,0
2870,22/01/2022,Villarreal,Mallorca,3,0,H,2,0,H,12,8,6,2,13,12,10,6,1,2,0,1
2871,22/01/2022,Sevilla,Celta,2,2,D,0,2,A,16,6,5,4,11,16,7,0,1,4,0,0
2872,22/01/2022,Ath Madrid,Valencia,3,2,H,0,2,A,16,7,6,3,13,22,5,4,5,6,0,0
2873,23/01/2022,Granada,Osasuna,0,2,A,0,0,D,6,16,2,7,12,15,4,3,0,2,0,0
2874,23/01/2022,Real Madrid,Elche,2,2,D,0,1,A,23,3,8,2,11,14,10,3,3,1,0,0
2875,23/01/2022,Sociedad,Getafe,0,0,D,0,0,D,9,9,3,2,17,13,7,2,1,1,0,0
2876,23/01/2022,Vallecano,Ath Bilbao,0,1,A,0,1,A,29,9,3,3,8,20,9,7,1,6,0,0
2877,23/01/2022,Alaves,Barcelona,0,1,A,0,0,D,6,10,2,4,16,8,1,10,0,0,0,0
2878,4/2/2022,Getafe,Levante,3,0,H,2,0,H,14,11,8,2,12,13,2,8,4,3,0,0
2879,5/2/2022,Elche,Alaves,3,1,H,0,1,A,14,6,4,2,15,11,7,3,1,1,0,0
2880,5/2/2022,Mallorca,Cadiz,2,1,H,1,1,D,17,12,5,5,14,15,6,4,2,4,0,0
2881,5/2/2022,Celta,Vallecano,2,0,H,1,0,H,13,11,3,0,17,17,7,2,0,2,0,0
2882,5/2/2022,Osasuna,Sevilla,0,0,D,0,0,D,9,9,3,4,13,7,1,1,1,1,0,0
